Platform,Genre,NA_Sales,JP_Sales,Rating,Critic_Score_Class
7.0,10.0,1.57,0.0,1.0,2.0
12.0,3.0,0.72,0.0,2.0,1.0
2.0,7.0,1.15,0.83,1.0,0.0
8.0,7.0,0.75,0.54,4.0,2.0
15.0,3.0,1.47,0.0,2.0,0.0
9.0,7.0,0.73,0.08,4.0,2.0
8.0,0.0,0.58,0.03,6.0,0.0
8.0,2.0,1.49,0.0,6.0,1.0
8.0,0.0,1.05,0.0,4.0,2.0
2.0,5.0,0.48,0.0,2.0,1.0
8.0,10.0,0.79,0.0,6.0,2.0
6.0,0.0,0.95,0.27,4.0,2.0
3.0,0.0,1.21,0.05,1.0,1.0
2.0,7.0,1.06,0.53,2.0,1.0
9.0,6.0,0.73,0.03,2.0,2.0
7.0,4.0,0.74,0.0,1.0,3.0
7.0,0.0,0.71,0.51,4.0,0.0
10.0,10.0,0.5,0.63,2.0,2.0
15.0,8.0,1.12,0.07,4.0,0.0
15.0,6.0,0.82,0.04,6.0,2.0
15.0,8.0,1.09,0.02,4.0,2.0
7.0,6.0,0.74,0.0,1.0,0.0
14.0,0.0,1.26,0.0,0.0,2.0
7.0,10.0,1.69,0.0,1.0,2.0
7.0,2.0,0.95,0.0,6.0,2.0
2.0,4.0,0.78,1.05,1.0,1.0
8.0,6.0,1.01,0.02,2.0,2.0
15.0,2.0,1.54,0.0,6.0,1.0
8.0,9.0,0.73,0.02,6.0,1.0
9.0,8.0,0.78,0.05,6.0,2.0
15.0,10.0,0.49,0.01,1.0,2.0
7.0,2.0,1.09,0.65,6.0,1.0
9.0,4.0,0.68,0.01,1.0,1.0
12.0,8.0,1.17,0.0,4.0,2.0
7.0,8.0,1.42,0.0,4.0,0.0
15.0,8.0,1.22,0.02,4.0,2.0
7.0,7.0,1.0,0.0,6.0,1.0
16.0,6.0,0.84,0.03,1.0,2.0
7.0,8.0,0.76,0.0,4.0,2.0
5.0,9.0,1.03,0.0,6.0,2.0
7.0,6.0,0.94,0.0,1.0,2.0
6.0,3.0,0.26,1.46,3.0,2.0
8.0,3.0,1.1,0.0,6.0,2.0
8.0,7.0,0.72,0.16,4.0,2.0
15.0,6.0,0.73,0.01,1.0,2.0
4.0,9.0,1.03,0.03,6.0,2.0
9.0,0.0,0.5,0.08,4.0,1.0
12.0,10.0,1.48,0.29,1.0,0.0
12.0,3.0,0.86,0.0,1.0,0.0
8.0,10.0,1.56,0.0,1.0,2.0
15.0,0.0,1.15,0.0,6.0,1.0
12.0,3.0,1.28,0.0,1.0,3.0
7.0,2.0,0.92,0.0,4.0,2.0
12.0,3.0,1.04,0.0,1.0,3.0
4.0,1.0,0.96,0.3,6.0,2.0
8.0,10.0,1.6,0.0,1.0,1.0
7.0,0.0,0.53,1.07,6.0,1.0
8.0,0.0,0.77,0.01,2.0,2.0
14.0,10.0,1.75,0.0,1.0,2.0
7.0,4.0,1.12,0.03,1.0,1.0
6.0,7.0,0.94,0.39,6.0,1.0
12.0,0.0,1.11,0.0,6.0,1.0
7.0,10.0,0.91,0.0,1.0,0.0
6.0,7.0,0.62,0.69,6.0,2.0
7.0,4.0,1.33,0.0,6.0,2.0
3.0,7.0,1.26,0.35,1.0,1.0
8.0,8.0,0.59,0.06,4.0,2.0
2.0,0.0,1.33,0.0,1.0,2.0
7.0,10.0,1.53,0.0,1.0,2.0
0.0,4.0,0.61,0.79,1.0,2.0
2.0,4.0,0.93,0.0,1.0,0.0
12.0,3.0,0.82,0.0,2.0,0.0
8.0,0.0,1.05,0.08,6.0,2.0
5.0,7.0,0.84,0.0,6.0,2.0
7.0,3.0,1.73,0.0,1.0,1.0
5.0,9.0,1.81,0.0,6.0,2.0
8.0,7.0,0.97,0.35,4.0,2.0
15.0,8.0,1.09,0.02,4.0,2.0
7.0,9.0,1.05,0.0,1.0,2.0
7.0,2.0,0.78,0.56,6.0,2.0
7.0,4.0,0.88,0.0,1.0,2.0
9.0,0.0,0.56,0.11,4.0,1.0
8.0,0.0,1.41,0.03,1.0,2.0
3.0,4.0,0.93,0.21,1.0,2.0
15.0,10.0,1.66,0.01,1.0,2.0
12.0,8.0,0.89,0.07,6.0,2.0
7.0,6.0,1.25,0.0,6.0,2.0
7.0,0.0,0.39,0.02,4.0,3.0
16.0,10.0,1.57,0.0,1.0,2.0
7.0,0.0,0.85,0.0,4.0,3.0
14.0,2.0,1.19,0.24,6.0,2.0
12.0,0.0,1.01,0.0,2.0,1.0
13.0,3.0,0.3,0.84,1.0,0.0
2.0,7.0,0.23,1.49,2.0,1.0
8.0,2.0,1.07,0.01,6.0,2.0
7.0,4.0,1.06,0.0,1.0,1.0
3.0,7.0,0.93,0.4,1.0,2.0
7.0,2.0,0.86,0.0,4.0,2.0
14.0,8.0,1.23,0.0,4.0,2.0
7.0,0.0,0.86,0.0,4.0,1.0
7.0,9.0,0.52,0.0,6.0,0.0
7.0,9.0,0.61,0.02,6.0,2.0
14.0,8.0,1.24,0.0,6.0,2.0
8.0,0.0,0.45,0.06,4.0,2.0
9.0,6.0,0.37,0.03,6.0,0.0
8.0,10.0,0.35,0.02,1.0,2.0
15.0,8.0,1.0,0.03,4.0,2.0
7.0,9.0,0.85,0.01,2.0,3.0
9.0,0.0,0.66,0.03,6.0,1.0
9.0,8.0,0.62,0.07,4.0,0.0
9.0,7.0,0.69,0.34,4.0,2.0
7.0,7.0,0.63,0.45,6.0,2.0
15.0,0.0,1.05,0.03,6.0,3.0
8.0,7.0,0.41,0.72,4.0,1.0
2.0,7.0,0.2,1.35,6.0,1.0
9.0,4.0,0.44,0.42,2.0,3.0
7.0,10.0,0.85,0.0,1.0,2.0
16.0,10.0,1.38,0.0,1.0,2.0
3.0,4.0,0.95,0.0,1.0,1.0
15.0,0.0,0.68,0.01,4.0,1.0
14.0,10.0,1.61,0.0,1.0,2.0
7.0,7.0,0.8,0.55,6.0,2.0
5.0,8.0,0.41,0.0,4.0,1.0
15.0,0.0,1.06,0.01,4.0,2.0
12.0,3.0,1.17,0.0,6.0,2.0
7.0,9.0,0.88,0.32,6.0,2.0
14.0,6.0,1.09,0.0,1.0,2.0
2.0,3.0,1.15,0.0,1.0,3.0
9.0,1.0,0.48,0.05,4.0,1.0
8.0,8.0,0.83,0.02,2.0,2.0
8.0,8.0,0.72,0.04,4.0,2.0
7.0,10.0,1.41,0.0,1.0,2.0
5.0,9.0,0.59,0.0,6.0,1.0
7.0,8.0,1.22,0.04,4.0,2.0
12.0,4.0,0.93,0.01,1.0,1.0
3.0,0.0,0.87,0.08,1.0,0.0
3.0,7.0,1.52,0.0,1.0,3.0
15.0,6.0,0.8,0.01,6.0,0.0
4.0,0.0,0.98,0.22,4.0,2.0
5.0,11.0,0.99,0.0,2.0,2.0
8.0,0.0,0.88,0.02,4.0,2.0
5.0,11.0,0.84,0.0,6.0,2.0
5.0,9.0,1.67,0.0,6.0,1.0
3.0,0.0,1.18,0.17,1.0,2.0
12.0,10.0,0.97,0.14,1.0,0.0
10.0,8.0,0.9,0.0,6.0,1.0
7.0,10.0,0.93,0.0,1.0,2.0
6.0,10.0,1.58,0.0,1.0,2.0
14.0,8.0,1.22,0.0,6.0,2.0
6.0,10.0,1.09,0.02,1.0,2.0
8.0,7.0,0.96,0.08,4.0,2.0
7.0,6.0,1.13,0.0,6.0,2.0
13.0,3.0,0.75,0.24,1.0,0.0
8.0,2.0,0.81,0.01,6.0,2.0
7.0,10.0,1.35,0.0,1.0,2.0
15.0,0.0,0.9,0.0,2.0,1.0
7.0,4.0,1.08,0.0,1.0,1.0
12.0,10.0,0.45,0.0,1.0,3.0
7.0,10.0,0.78,0.06,1.0,2.0
12.0,10.0,0.93,0.0,2.0,1.0
7.0,10.0,0.81,0.0,1.0,2.0
15.0,0.0,1.01,0.01,4.0,2.0
7.0,10.0,1.25,0.03,1.0,2.0
16.0,8.0,0.82,0.01,4.0,2.0
7.0,2.0,0.96,0.54,6.0,1.0
12.0,4.0,0.58,0.79,2.0,1.0
4.0,3.0,0.9,0.6,1.0,1.0
12.0,0.0,1.21,0.0,6.0,3.0
15.0,6.0,0.76,0.02,2.0,1.0
8.0,0.0,0.57,0.06,6.0,1.0
12.0,9.0,0.9,0.04,1.0,0.0
15.0,8.0,1.09,0.02,4.0,1.0
7.0,10.0,0.8,0.0,1.0,2.0
7.0,0.0,0.54,0.0,4.0,2.0
14.0,10.0,1.54,0.0,1.0,2.0
8.0,1.0,0.52,0.06,4.0,0.0
4.0,11.0,0.78,0.56,1.0,2.0
7.0,10.0,1.18,0.0,1.0,2.0
5.0,8.0,0.58,0.0,4.0,2.0
6.0,4.0,0.71,0.32,1.0,2.0
15.0,8.0,0.86,0.01,4.0,2.0
7.0,10.0,1.32,0.0,1.0,2.0
15.0,9.0,0.45,0.02,1.0,2.0
9.0,0.0,0.59,0.01,2.0,2.0
15.0,9.0,1.02,0.0,1.0,1.0
4.0,6.0,1.01,0.45,1.0,0.0
8.0,3.0,0.99,0.0,6.0,2.0
2.0,7.0,0.3,1.27,2.0,2.0
7.0,10.0,0.79,0.0,1.0,1.0
16.0,6.0,0.62,0.01,1.0,2.0
4.0,10.0,0.98,0.2,1.0,1.0
15.0,8.0,0.82,0.03,4.0,2.0
2.0,10.0,0.98,0.49,1.0,0.0
15.0,0.0,0.59,0.02,4.0,2.0
6.0,0.0,0.71,0.3,4.0,2.0
4.0,4.0,1.05,0.06,1.0,1.0
7.0,10.0,1.26,0.0,1.0,2.0
5.0,7.0,0.01,0.0,4.0,2.0
15.0,0.0,0.72,0.02,4.0,2.0
4.0,0.0,1.15,0.04,6.0,2.0
12.0,7.0,0.78,0.3,1.0,3.0
8.0,10.0,0.04,0.32,1.0,1.0
0.0,0.0,0.88,0.34,2.0,1.0
12.0,9.0,0.94,0.01,2.0,0.0
15.0,2.0,0.92,0.07,6.0,2.0
8.0,4.0,0.6,0.02,1.0,1.0
3.0,4.0,0.85,0.0,1.0,1.0
13.0,4.0,0.72,0.16,1.0,2.0
8.0,0.0,0.58,0.34,4.0,2.0
16.0,0.0,0.9,0.0,4.0,1.0
16.0,0.0,1.06,0.01,4.0,1.0
16.0,10.0,1.31,0.0,1.0,2.0
7.0,10.0,0.77,0.0,1.0,2.0
2.0,3.0,0.84,0.0,2.0,1.0
15.0,8.0,0.92,0.03,4.0,1.0
7.0,8.0,0.98,0.0,6.0,3.0
4.0,3.0,0.95,0.46,1.0,0.0
2.0,7.0,0.17,1.36,2.0,2.0
15.0,0.0,0.95,0.0,2.0,1.0
7.0,6.0,0.77,0.0,6.0,1.0
15.0,6.0,0.62,0.01,6.0,2.0
7.0,2.0,1.07,0.0,6.0,2.0
12.0,10.0,0.86,0.0,1.0,3.0
2.0,7.0,0.57,0.44,1.0,3.0
12.0,0.0,0.73,0.0,2.0,1.0
7.0,6.0,0.76,0.0,6.0,1.0
9.0,8.0,0.48,0.03,4.0,1.0
14.0,8.0,0.91,0.0,4.0,2.0
6.0,0.0,0.57,0.02,1.0,1.0
15.0,0.0,0.85,0.0,4.0,1.0
12.0,3.0,0.92,0.0,6.0,2.0
8.0,8.0,0.85,0.02,4.0,2.0
7.0,7.0,0.83,0.08,6.0,2.0
5.0,11.0,0.58,0.0,6.0,2.0
12.0,10.0,0.78,0.19,1.0,0.0
15.0,8.0,1.4,0.02,6.0,2.0
11.0,0.0,0.72,0.07,4.0,3.0
16.0,0.0,0.93,0.0,4.0,2.0
7.0,10.0,1.26,0.0,1.0,2.0
11.0,8.0,0.53,0.13,6.0,2.0
12.0,3.0,0.42,0.33,2.0,0.0
5.0,8.0,0.64,0.0,4.0,1.0
8.0,10.0,0.18,0.49,1.0,2.0
8.0,0.0,0.72,0.04,4.0,2.0
4.0,10.0,1.09,0.25,1.0,2.0
12.0,0.0,0.67,0.29,4.0,1.0
7.0,10.0,0.36,0.0,6.0,3.0
8.0,2.0,0.92,0.0,6.0,2.0
4.0,5.0,1.11,0.06,1.0,2.0
7.0,0.0,1.26,0.0,1.0,1.0
12.0,9.0,0.7,0.01,1.0,1.0
15.0,8.0,0.94,0.0,4.0,2.0
7.0,0.0,0.35,0.0,6.0,0.0
2.0,0.0,0.56,0.0,6.0,0.0
5.0,10.0,0.02,0.0,1.0,2.0
8.0,7.0,0.6,0.21,2.0,2.0
8.0,8.0,0.6,0.03,6.0,2.0
4.0,2.0,0.99,0.11,6.0,2.0
7.0,6.0,0.66,0.15,1.0,1.0
7.0,8.0,0.49,0.0,4.0,2.0
7.0,10.0,1.19,0.05,1.0,2.0
8.0,0.0,0.8,0.0,6.0,0.0
8.0,3.0,1.13,0.0,6.0,2.0
4.0,7.0,0.72,0.36,6.0,2.0
14.0,8.0,1.0,0.0,6.0,2.0
7.0,10.0,1.22,0.0,1.0,0.0
15.0,0.0,0.75,0.09,4.0,1.0
8.0,0.0,0.5,0.04,4.0,1.0
10.0,6.0,0.44,0.0,1.0,0.0
7.0,8.0,0.47,0.52,6.0,3.0
8.0,8.0,0.64,0.05,4.0,2.0
2.0,1.0,0.99,0.0,1.0,0.0
15.0,0.0,0.82,0.01,6.0,0.0
7.0,10.0,0.72,0.0,1.0,2.0
15.0,0.0,0.84,0.0,2.0,1.0
7.0,2.0,1.08,0.0,6.0,2.0
14.0,0.0,0.82,0.0,6.0,2.0
15.0,8.0,0.94,0.02,4.0,1.0
15.0,2.0,1.33,0.01,6.0,2.0
15.0,0.0,1.0,0.0,2.0,1.0
6.0,7.0,0.29,0.89,6.0,2.0
2.0,5.0,1.06,0.0,2.0,2.0
4.0,5.0,0.95,0.1,1.0,2.0
8.0,2.0,0.72,0.14,6.0,2.0
4.0,10.0,0.93,0.25,1.0,1.0
15.0,8.0,0.81,0.04,6.0,2.0
15.0,8.0,0.83,0.02,4.0,0.0
7.0,0.0,0.37,0.54,4.0,2.0
2.0,11.0,1.02,0.0,1.0,3.0
7.0,8.0,0.71,0.0,4.0,1.0
9.0,10.0,0.9,0.01,1.0,2.0
7.0,0.0,0.54,0.46,4.0,1.0
8.0,7.0,0.78,0.03,4.0,2.0
16.0,1.0,0.56,0.02,4.0,2.0
7.0,3.0,0.04,0.0,2.0,1.0
2.0,3.0,0.37,0.0,1.0,1.0
7.0,10.0,1.03,0.0,1.0,2.0
7.0,10.0,1.16,0.0,1.0,2.0
15.0,0.0,0.95,0.0,6.0,0.0
6.0,0.0,0.8,0.0,1.0,1.0
0.0,4.0,0.49,0.29,1.0,0.0
15.0,2.0,0.92,0.0,6.0,1.0
15.0,6.0,0.92,0.0,1.0,3.0
12.0,3.0,0.52,0.0,1.0,0.0
16.0,2.0,1.07,0.0,4.0,2.0
3.0,4.0,0.0,1.39,1.0,2.0
8.0,7.0,0.63,0.03,4.0,2.0
5.0,11.0,0.0,0.0,6.0,2.0
12.0,5.0,0.96,0.0,1.0,0.0
10.0,6.0,0.73,0.0,1.0,0.0
8.0,0.0,0.46,0.44,4.0,2.0
16.0,8.0,0.84,0.0,4.0,1.0
8.0,8.0,0.75,0.01,4.0,2.0
15.0,3.0,0.86,0.0,2.0,1.0
7.0,10.0,0.7,0.0,6.0,3.0
5.0,9.0,0.48,0.0,2.0,0.0
3.0,0.0,0.89,0.22,1.0,2.0
7.0,10.0,1.15,0.0,1.0,2.0
8.0,8.0,0.73,0.0,4.0,2.0
8.0,0.0,0.48,0.06,4.0,3.0
12.0,10.0,0.8,0.0,1.0,2.0
12.0,3.0,1.22,0.02,1.0,1.0
2.0,7.0,0.09,1.24,1.0,1.0
8.0,2.0,0.8,0.02,6.0,2.0
15.0,7.0,0.9,0.0,4.0,2.0
16.0,6.0,0.51,0.01,2.0,2.0
7.0,6.0,1.19,0.0,4.0,2.0
7.0,6.0,0.69,0.0,1.0,2.0
15.0,2.0,0.95,0.0,6.0,2.0
10.0,0.0,0.58,0.0,2.0,2.0
14.0,0.0,1.07,0.0,1.0,1.0
15.0,0.0,0.89,0.0,4.0,2.0
12.0,0.0,0.9,0.0,2.0,1.0
10.0,6.0,0.36,0.32,1.0,2.0
3.0,4.0,0.74,0.08,1.0,1.0
7.0,6.0,0.03,0.02,1.0,2.0
6.0,10.0,0.78,0.0,1.0,2.0
7.0,0.0,0.24,0.91,6.0,0.0
16.0,0.0,0.83,0.0,4.0,0.0
15.0,2.0,0.97,0.0,6.0,2.0
8.0,0.0,0.43,0.01,4.0,2.0
14.0,0.0,0.96,0.0,4.0,1.0
15.0,4.0,0.71,0.0,1.0,1.0
15.0,8.0,0.77,0.02,4.0,2.0
2.0,0.0,1.26,0.0,1.0,0.0
7.0,10.0,0.67,0.0,6.0,2.0
7.0,0.0,0.6,0.0,2.0,1.0
2.0,7.0,0.33,0.54,2.0,2.0
12.0,8.0,0.8,0.0,4.0,2.0
8.0,8.0,0.5,0.07,4.0,2.0
14.0,7.0,0.99,0.0,6.0,2.0
10.0,9.0,0.49,0.0,6.0,0.0
15.0,8.0,0.88,0.02,4.0,2.0
8.0,0.0,0.43,0.15,4.0,2.0
16.0,7.0,0.73,0.0,4.0,2.0
8.0,6.0,0.24,0.16,1.0,1.0
14.0,8.0,0.86,0.0,6.0,2.0
15.0,0.0,0.63,0.0,6.0,0.0
3.0,4.0,0.63,0.0,1.0,1.0
5.0,8.0,0.4,0.0,4.0,2.0
7.0,8.0,0.67,0.0,4.0,1.0
16.0,0.0,0.73,0.01,4.0,2.0
8.0,0.0,0.51,0.0,6.0,1.0
13.0,4.0,0.66,0.12,1.0,1.0
12.0,0.0,0.85,0.13,6.0,1.0
5.0,7.0,0.53,0.0,4.0,2.0
2.0,5.0,0.79,0.01,1.0,0.0
12.0,3.0,0.7,0.0,1.0,0.0
15.0,6.0,0.63,0.01,2.0,2.0
8.0,6.0,0.43,0.02,6.0,2.0
7.0,0.0,0.22,1.06,6.0,1.0
10.0,10.0,0.2,0.0,1.0,1.0
10.0,10.0,0.23,0.02,1.0,2.0
15.0,10.0,0.31,0.01,1.0,2.0
15.0,0.0,0.71,0.02,4.0,2.0
7.0,6.0,0.95,0.01,6.0,1.0
15.0,0.0,0.79,0.08,4.0,2.0
8.0,8.0,0.66,0.04,4.0,2.0
2.0,7.0,0.61,0.49,2.0,2.0
8.0,2.0,0.81,0.11,6.0,2.0
14.0,8.0,0.85,0.0,4.0,2.0
8.0,6.0,0.25,0.08,1.0,2.0
10.0,7.0,0.24,1.03,6.0,1.0
4.0,4.0,0.84,0.24,2.0,2.0
7.0,6.0,1.22,0.05,2.0,1.0
15.0,8.0,1.09,0.1,6.0,1.0
7.0,8.0,0.65,0.0,4.0,1.0
8.0,8.0,0.76,0.05,6.0,2.0
7.0,10.0,1.1,0.0,1.0,2.0
16.0,8.0,0.81,0.0,6.0,2.0
15.0,0.0,0.66,0.05,6.0,2.0
15.0,4.0,0.87,0.0,2.0,2.0
4.0,8.0,0.87,0.07,6.0,2.0
7.0,6.0,0.65,0.0,1.0,3.0
16.0,0.0,0.89,0.01,4.0,1.0
11.0,0.0,0.53,0.06,4.0,0.0
16.0,0.0,0.65,0.0,4.0,1.0
8.0,2.0,0.62,0.01,6.0,1.0
2.0,0.0,0.58,0.05,4.0,2.0
15.0,2.0,0.9,0.0,6.0,2.0
5.0,7.0,0.01,0.0,6.0,2.0
7.0,10.0,1.06,0.0,1.0,2.0
8.0,0.0,0.55,0.0,2.0,1.0
15.0,10.0,0.79,0.0,1.0,1.0
10.0,6.0,0.69,0.02,1.0,1.0
16.0,7.0,0.81,0.0,4.0,1.0
0.0,7.0,0.5,0.34,1.0,0.0
8.0,8.0,0.47,0.06,4.0,2.0
7.0,4.0,0.78,0.0,2.0,0.0
7.0,8.0,0.64,0.0,4.0,0.0
15.0,0.0,0.84,0.0,4.0,1.0
15.0,0.0,0.76,0.0,2.0,2.0
14.0,6.0,0.84,0.0,6.0,2.0
15.0,3.0,0.97,0.0,6.0,2.0
7.0,10.0,1.07,0.02,1.0,0.0
7.0,3.0,0.27,0.0,6.0,1.0
8.0,0.0,0.46,0.06,4.0,2.0
15.0,2.0,0.71,0.05,6.0,2.0
16.0,10.0,1.1,0.0,1.0,2.0
2.0,3.0,1.13,0.06,1.0,0.0
8.0,0.0,0.72,0.0,2.0,1.0
2.0,7.0,0.5,0.58,1.0,0.0
8.0,0.0,0.46,0.06,4.0,1.0
2.0,4.0,0.69,0.01,1.0,1.0
3.0,4.0,0.93,0.0,1.0,3.0
12.0,3.0,1.2,0.0,1.0,3.0
7.0,8.0,0.63,0.0,6.0,1.0
15.0,0.0,0.69,0.0,2.0,0.0
12.0,10.0,0.68,0.0,1.0,0.0
7.0,7.0,0.63,0.0,6.0,2.0
10.0,0.0,0.57,0.0,2.0,1.0
8.0,7.0,0.4,0.4,6.0,2.0
7.0,0.0,0.63,0.0,4.0,1.0
12.0,6.0,0.45,0.02,2.0,0.0
7.0,0.0,0.62,0.0,4.0,2.0
0.0,7.0,0.44,0.47,1.0,3.0
6.0,4.0,0.58,0.21,6.0,2.0
12.0,3.0,1.03,0.0,6.0,1.0
0.0,0.0,0.48,0.36,2.0,2.0
5.0,9.0,1.22,0.0,6.0,1.0
7.0,0.0,0.72,0.0,2.0,1.0
9.0,0.0,0.45,0.17,4.0,1.0
15.0,10.0,1.0,0.0,1.0,2.0
14.0,10.0,0.85,0.0,6.0,2.0
7.0,7.0,0.49,0.26,6.0,1.0
12.0,10.0,0.96,0.0,1.0,3.0
8.0,7.0,0.71,0.24,6.0,2.0
2.0,11.0,0.78,0.0,1.0,0.0
15.0,2.0,0.74,0.0,6.0,1.0
4.0,4.0,0.87,0.06,1.0,3.0
8.0,7.0,0.43,0.32,6.0,2.0
6.0,2.0,0.39,0.53,6.0,0.0
15.0,0.0,0.72,0.0,6.0,1.0
8.0,6.0,0.33,0.05,2.0,2.0
12.0,10.0,0.76,0.0,1.0,1.0
12.0,10.0,0.39,0.0,1.0,0.0
5.0,10.0,0.0,0.0,1.0,2.0
8.0,0.0,0.57,0.09,4.0,1.0
2.0,9.0,0.1,1.12,1.0,3.0
13.0,5.0,0.57,0.19,1.0,2.0
8.0,0.0,0.45,0.05,6.0,1.0
11.0,4.0,0.35,0.02,1.0,2.0
6.0,10.0,0.7,0.0,1.0,2.0
12.0,0.0,0.7,0.0,2.0,1.0
7.0,0.0,0.49,0.01,6.0,0.0
8.0,8.0,0.94,0.02,4.0,0.0
15.0,6.0,1.0,0.02,6.0,2.0
4.0,7.0,0.71,0.31,1.0,0.0
7.0,8.0,1.01,0.03,4.0,1.0
8.0,8.0,0.47,0.03,4.0,2.0
5.0,11.0,1.19,0.0,1.0,1.0
7.0,0.0,0.61,0.0,6.0,3.0
7.0,0.0,0.52,0.0,6.0,2.0
7.0,8.0,0.85,0.22,6.0,2.0
12.0,10.0,0.45,0.0,1.0,3.0
7.0,7.0,0.61,0.0,6.0,2.0
6.0,4.0,0.75,0.0,6.0,2.0
8.0,10.0,0.12,0.0,1.0,1.0
7.0,0.0,0.24,0.75,1.0,1.0
7.0,2.0,0.69,0.0,6.0,1.0
14.0,0.0,0.82,0.0,6.0,0.0
8.0,0.0,0.65,0.0,4.0,1.0
15.0,0.0,0.64,0.0,2.0,2.0
10.0,0.0,0.43,0.05,4.0,0.0
13.0,0.0,0.59,0.13,6.0,1.0
7.0,4.0,0.6,0.0,1.0,3.0
9.0,10.0,0.42,0.0,6.0,1.0
14.0,0.0,0.92,0.07,4.0,2.0
9.0,2.0,0.45,0.11,6.0,1.0
14.0,4.0,0.59,0.0,1.0,0.0
7.0,6.0,0.6,0.0,4.0,3.0
3.0,4.0,0.79,0.12,1.0,2.0
15.0,3.0,1.0,0.0,6.0,0.0
8.0,6.0,0.49,0.03,2.0,1.0
12.0,0.0,0.54,0.0,2.0,0.0
5.0,0.0,0.4,0.0,4.0,2.0
8.0,10.0,0.3,0.07,1.0,2.0
8.0,7.0,0.29,0.67,6.0,1.0
2.0,6.0,1.09,0.0,1.0,0.0
4.0,10.0,0.58,0.46,1.0,2.0
3.0,7.0,0.61,0.27,1.0,2.0
14.0,8.0,0.98,0.0,4.0,2.0
16.0,8.0,0.73,0.01,4.0,1.0
7.0,10.0,0.59,0.01,1.0,2.0
7.0,6.0,0.6,0.0,1.0,2.0
7.0,6.0,1.01,0.0,1.0,1.0
14.0,3.0,0.93,0.0,1.0,0.0
14.0,8.0,0.78,0.0,6.0,1.0
2.0,9.0,0.51,0.62,2.0,2.0
10.0,8.0,1.05,0.01,6.0,0.0
0.0,2.0,0.55,0.14,6.0,2.0
7.0,4.0,1.03,0.0,1.0,2.0
6.0,0.0,0.34,0.28,4.0,2.0
8.0,2.0,0.42,0.15,6.0,1.0
4.0,6.0,0.69,0.01,1.0,2.0
8.0,8.0,0.25,0.03,6.0,1.0
8.0,0.0,0.44,0.21,4.0,2.0
12.0,5.0,0.71,0.0,1.0,2.0
12.0,9.0,0.44,0.0,6.0,1.0
7.0,0.0,0.59,0.0,6.0,3.0
16.0,8.0,0.86,0.0,6.0,2.0
7.0,6.0,1.0,0.0,1.0,1.0
8.0,6.0,0.12,0.11,1.0,2.0
4.0,11.0,0.48,0.56,1.0,2.0
8.0,0.0,0.5,0.0,2.0,2.0
10.0,6.0,0.72,0.0,1.0,0.0
14.0,0.0,0.72,0.01,6.0,0.0
10.0,10.0,0.13,0.01,1.0,0.0
7.0,10.0,0.59,0.0,1.0,2.0
3.0,6.0,0.86,0.0,1.0,3.0
3.0,4.0,0.92,0.0,1.0,1.0
12.0,10.0,0.09,0.11,1.0,2.0
7.0,0.0,0.99,0.0,4.0,1.0
14.0,0.0,0.76,0.0,4.0,2.0
10.0,2.0,0.45,0.0,6.0,0.0
8.0,2.0,0.49,0.01,6.0,1.0
4.0,0.0,0.86,0.01,1.0,1.0
2.0,5.0,0.73,0.36,1.0,1.0
10.0,0.0,0.38,0.38,4.0,2.0
1.0,1.0,0.52,0.38,6.0,2.0
15.0,3.0,0.9,0.0,2.0,1.0
3.0,10.0,0.85,0.0,1.0,2.0
8.0,0.0,0.01,0.86,6.0,0.0
7.0,8.0,0.98,0.0,4.0,1.0
7.0,4.0,0.57,0.0,1.0,0.0
10.0,0.0,0.4,0.0,2.0,1.0
12.0,1.0,0.53,0.42,1.0,0.0
5.0,7.0,0.59,0.0,4.0,2.0
8.0,0.0,0.48,0.36,4.0,3.0
8.0,2.0,0.53,0.02,6.0,1.0
7.0,10.0,0.57,0.0,6.0,3.0
8.0,2.0,0.48,0.01,6.0,2.0
14.0,8.0,0.76,0.0,6.0,0.0
8.0,8.0,0.74,0.02,4.0,1.0
5.0,11.0,0.03,0.0,2.0,2.0
3.0,5.0,0.68,0.21,1.0,2.0
0.0,0.0,0.56,0.18,1.0,1.0
8.0,0.0,0.52,0.0,2.0,1.0
7.0,6.0,0.97,0.0,2.0,2.0
7.0,8.0,0.57,0.0,6.0,0.0
16.0,10.0,0.42,0.0,1.0,2.0
6.0,2.0,0.39,0.43,6.0,2.0
15.0,4.0,0.51,0.01,6.0,1.0
8.0,4.0,0.41,0.04,2.0,3.0
7.0,6.0,0.57,0.0,1.0,2.0
15.0,10.0,0.7,0.0,1.0,1.0
15.0,0.0,0.59,0.01,4.0,3.0
10.0,7.0,0.45,0.3,6.0,2.0
15.0,8.0,0.54,0.0,4.0,3.0
2.0,4.0,0.53,0.01,1.0,1.0
5.0,9.0,0.0,0.0,1.0,2.0
7.0,0.0,0.56,0.0,6.0,1.0
10.0,8.0,0.5,0.02,6.0,0.0
9.0,10.0,0.39,0.0,6.0,0.0
7.0,8.0,0.56,0.0,4.0,3.0
10.0,10.0,0.16,0.01,1.0,2.0
4.0,3.0,0.5,0.46,1.0,1.0
5.0,8.0,0.0,0.0,4.0,2.0
7.0,4.0,0.56,0.0,1.0,0.0
11.0,7.0,0.37,0.38,4.0,2.0
16.0,8.0,0.64,0.0,4.0,2.0
